,BrakingTime_2,disc_heating_BTM_FL,POS_MEASUREREV,TMC_filtered,CF_FL
5846,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5847,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5848,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5849,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5850,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5851,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5852,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5853,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5854,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5855,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5856,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5857,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5858,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5859,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5860,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5861,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5862,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5863,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5864,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5865,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5866,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5867,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5868,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5869,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5870,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5871,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5872,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5873,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5874,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5875,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5876,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5877,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5878,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5879,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5880,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5881,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5882,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5883,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5884,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5885,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5886,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5887,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5888,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5889,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5890,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5891,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5892,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5893,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5894,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5895,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5896,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5897,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5898,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5899,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5900,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5901,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5902,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5903,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5904,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5905,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5906,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5907,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5908,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5909,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5910,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5911,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5912,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5913,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5914,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5915,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5916,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5917,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5918,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5919,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5920,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5921,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5922,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5923,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5924,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5925,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5926,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5927,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5928,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5929,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5930,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5931,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5932,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5933,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5934,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5935,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5936,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5937,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5938,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5939,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5940,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5941,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5942,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5943,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5944,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5945,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5946,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5947,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5948,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5949,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5950,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5951,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5952,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5953,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5954,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5955,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5956,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5957,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5958,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5959,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5960,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5961,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5962,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5963,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5964,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5965,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5966,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5967,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5968,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5969,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5970,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5971,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5972,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5973,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5974,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5975,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5976,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5977,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5978,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5979,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5980,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5981,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5982,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5983,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5984,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5985,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5986,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5987,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5988,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5989,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5990,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5991,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5992,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5993,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5994,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5995,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5996,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5997,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5998,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
5999,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6000,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6001,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6002,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6003,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6004,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6005,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6006,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6007,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6008,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6009,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6010,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6011,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6012,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6013,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6014,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6015,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6016,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6017,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6018,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6019,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6020,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6021,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6022,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6023,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6024,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6025,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6026,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6027,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6028,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6029,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6030,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6031,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6032,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6033,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6034,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6035,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6036,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6037,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6038,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6039,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6040,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6041,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6042,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6043,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6044,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6045,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6046,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6047,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6048,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6049,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6050,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6051,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6052,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6053,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6054,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6055,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6056,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6057,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6058,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6059,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6060,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6061,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6062,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6063,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6064,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6065,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6066,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6067,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6068,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6069,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6070,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6071,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6072,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6073,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6074,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6075,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6076,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6077,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6078,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6079,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6080,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6081,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6082,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6083,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6084,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6085,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6086,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6087,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6088,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6089,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6090,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6091,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6092,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6093,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6094,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6095,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6096,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6097,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6098,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6099,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6100,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6101,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6102,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6103,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6104,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6105,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6106,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6107,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6108,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6109,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6110,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6111,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6112,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6113,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6114,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6115,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6116,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6117,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6118,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6119,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6120,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6121,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6122,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6123,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6124,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6125,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6126,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6127,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6128,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6129,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6130,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6131,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6132,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6133,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6134,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6135,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6136,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6137,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6138,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6139,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6140,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
6141,-0.5024529677606276,-0.4755214761573178,-0.5877474688581418,-0.5623230163675729,38.0
